,,,,,,QUALITY,,,,,RESPONSE VARIABLEN,,Klimaangaben [mm],,,,,,Höhenangaben [m],,,,,Hangneigungsklassen [%],,,,,,,,,,,,,,Abflussakkumulation [no. raster cells],,,,,,,Speichervermoegen [%],,,,,,,Durchlaessigkeit [%],,,,,,Vernaessung [%],,,,,Gruendigkeit [%],,,,,,Bodennutzung [%],,,,,,,,,,,Bodenbedeckung [%],,,,,,,,,Geologie / tektonische Einheiten [%],,,,,,,,,,,,,,,,,,,,,,Geologie / Lithologie [%],,,,,,,,,,,,,,,,,Geologie / Chronostratigraphie [%],,,,,,,,,,,,Maechtigkeit Lockermaterial,,,,Geology CH 1:25000,,,,,,Quaternary Deposits  CH 1:25000,,,,,,,,
360,,Arbogne,Avenches,VAUD,"74,5",2,1,,,"0,2484","0,2126",17730,"998,46","554,47","466,60","805,93","523,97","295,69",432,815,595,"1,2148",383,"6,39",1,0,0,0,"82,6458","12,5792","3,2394","1,2072","0,2834","0,0377","0,0066","0,0007","0,0000","1,0139",217812,1791,739,7391,6859,"2,9241","0,0000","0,0000","0,0000","25,6321","73,2951","0,0000","78,1673","0,0000","0,8447","21,0924","76,9902","0,0000","74,5854","91,1046","5,7588","1,2191","0,8447","27,4146","0,0000","0,0000","21,9371","76,9902","0,0000","74,7544","0,0000","8,5374","0,0000","68,4954","0,5832","22,3840","0,0000","0,0000","0,0000","0,0000","0,0000",1,0,7,26,0,45,46,24298,0,0,0,325,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0867","0,0000","4,1206","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","82,1805","0,0000","15,5659","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","24,66","3,32","4,08","11,56","15,61","24,35","16,42","0,0","0,0","30,9","69,1","0,0","0,0","81,6","0,6","1,2","7,4","54,3","6,2","11,0","0,8","0,0"
361,,Chandon,Faoug,VAUD,"38,2",2,1,,,"0,2600","0,2152",20228,"995,17","553,60","466,13","803,83","521,74","295,45",432,739,569,"1,4387",307,"7,69",1,0,0,0,"75,7108","17,1723","5,0469","1,6595","0,3541","0,0492","0,0068","0,0005","0,0000","1,0185",212558,2122,848,8523,6767,,"0,0000","0,0000","0,0000","29,5043","70,4957","0,0000","78,4159","0,0000","4,6437","28,9911","66,3652","0,0000","72,3443","94,8038","0,5328","0,0196","4,6437","28,6258","0,0000","0,0000","33,6348","66,3652","0,0000","73,2730","0,8119","5,5170","0,0000","65,9254","1,5479","26,1977","0,0000","0,0000","0,0000","0,0000","0,0000",10,0,8,199,0,48,42,27312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0098","0,0000","4,6537","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","81,3080","0,0000","20,2723","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","30,23","4,71","5,77","14,44","15,05","28,70","1,10","0,0","0,0","19,9","80,1","0,0","0,0","79,8","1,7","2,9","5,1","56,3","4,9","7,7","1,3","0,0"
362,,Petit Glane,Villars le Grand,VAUD,"81,3",2,1,,,"0,2885","0,2199",17976,"961,44","525,65","456,92","800,87","520,96","293,85",432,820,554,"1,0307",388,"5,41",0,1,0,0,"86,0404","10,6731","2,4999","0,6588","0,1093","0,0159","0,0024","0,0001","0,0000","1,0100",217457,3433,1149,11481,7044,"2,6753","0,0000","0,0000","0,0000","22,5157","77,4843","0,0000","79,5807","0,0000","2,8587","15,6115","81,5298","0,0000","75,7342","82,9497","10,5553","3,6363","2,8587","31,6010","0,0000","0,0000","18,4554","81,5446","0,0000","76,3089","1,4636","6,5948","0,0000","79,5210","0,0121","12,4085","0,0000","0,0000","0,0000","0,0000","0,0000",3,0,80,48,0,55,14,12585,0,0,0,0,5366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,3859","0,0000","16,0073","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","69,3406","0,0000","25,6751","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","36,69","4,56","4,79","12,40","13,29","21,30","6,97","0,0","0,0","41,9","58,1","0,0","0,0","69,1","1,4","1,1","12,6","45,4","2,3","5,8","0,4","0,0"
363,,Orbe Ausentier,Le Chenit,VAUD,"74,6",3,2,,,"0,2117","0,1744",6906,"1808,39","873,22","964,94","617,47","406,37","222,31",1005,1567,1245,"2,2297",563,"11,06",1,0,0,0,"50,4831","35,2174","11,5102","2,4602","0,2708","0,0442","0,0105","0,0034","0,0002","1,0317",6363,3450,205,2037,5897,,"0,0000","3,3844","15,3235","72,9741","5,8277","0,0000","62,2957","0,0000","15,8875","15,3800","62,8577","3,3844","69,2536","86,0064","2,7251","5,6755","3,1027","30,2234","3,3844","62,8577","23,8555","7,4121","0,0000","46,0629","0,0000","4,8114","0,0000","26,4751","0,0000","62,2121","0,0000","0,0000","5,5625","0,0000","0,9389",89,50,213,69,0,15,409,46070,4586,0,0,0,0,0,0,0,0,0,49505,0,0,0,0,0,0,0,0,0,0,0,0,"36,6101","0,0000","1,5038","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","15,4932","0,0000","0,0000","0,0739","14,7788","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
364,,Morges,Morges,VAUD,"31,9",2,2,,,"0,1610","0,1256",17148,"1098,76","563,78","556,15","776,26","506,17","284,32",378,712,588,"0,9434",334,"5,09",0,1,0,0,"89,9218","7,5909","1,8229","0,5198","0,1245","0,0189","0,0012","0,0000","0,0000","1,0084",38720,2241,881,8718,7090,"1,2121","0,0000","0,0000","0,0000","0,0000","99,6040","0,0000","83,0033","0,0000","0,0044","18,2716","81,3280","0,0000","76,0271","81,3280","0,0000","18,2716","0,0044","34,0401","0,0000","0,0000","18,2760","81,3280","0,0000","76,0280","0,0000","3,9388","0,0000","72,4475","1,8516","21,7621","0,0000","0,0000","0,0000","0,0000","0,0000",0,6,25,0,0,89,19,22945,7,0,0,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1858","0,0000","1,6416","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","98,1995","0,0000","2,6670","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","3,87","1,00","1,53","8,18","11,54","18,15","55,71","0,0","0,0","0,0","100,0","0,0","0,0","97,3","0,0","0,0","0,0","93,2","2,4","1,0","0,7","0,0"
365,,Boiron de Morges,Morges,VAUD,"26,7",2,2,,,"0,1294","0,0722",16079,"1066,13","545,05","541,74","775,07","504,74","284,62",374,719,537,"1,0473",345,"5,56",0,0,1,0,"86,2533","10,6551","2,4619","0,5696","0,0569","0,0032","0,0001","0,0000","0,0000","1,0097",35329,1654,654,6684,7042,"1,3228","0,0000","0,0000","0,0000","11,1432","88,3711","0,4857","81,5571","0,0000","1,7535","22,1835","76,0622","0,0007","74,8620","87,2054","0,4857","10,5553","1,7535","31,7142","0,0000","0,0000","23,4514","76,5486","0,0000","75,3097","0,4574","8,1265","0,0000","62,6847","7,3648","21,3662","0,0000","0,0000","0,0000","0,0000","0,0004",0,0,97,0,0,59,24,21729,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","1,4364","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","99,8997","0,0000","0,6136","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","1,79","1,19","1,27","4,21","7,05","31,60","52,90","0,0","0,0","0,0","100,0","0,0","0,0","99,4","0,1","0,0","0,9","92,0","1,9","4,4","0,1","0,0"
366,,Mebre,Aval,VAUD,"20,1",2,1,,,"0,2638","0,2378",13209,"1040,46","560,36","502,07","752,90","489,65","276,73",386,833,592,"1,1864",448,"6,24",0,0,0,1,"83,6201","10,6216","3,6404","1,5546","0,4473","0,0936","0,0194","0,0029","0,0001","1,0155",33726,1743,664,6643,6779,"1,6770","0,0000","0,0000","0,0000","5,4389","74,4139","0,0000","65,6375","0,0000","0,0000","5,4389","74,4139","0,0000","62,7945","79,8528","0,0000","0,0000","0,0000","19,9632","0,0000","0,0000","5,4389","74,4139","0,0000","62,7945","4,1843","38,8769","0,0000","37,5250","0,0000","19,4138","0,0000","0,0000","0,0000","0,0000","0,0000",23,0,0,407,0,51,0,20856,0,0,0,0,0,0,11752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","39,4321","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","79,8830","0,0000","14,2169","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","10,6","89,4","0,0","0,0","74,2","3,6","0,0","4,8","59,8","1,0","3,4","1,6","0,0"
367,,Chamberonne,Ecublens,VAUD,"40,1",2,2,,,"0,5123","0,4425",20111,"1020,23","547,95","493,40","756,56","491,93","278,18",374,833,563,"1,0708",460,"5,56",0,0,0,1,"86,0063","9,0520","3,1097","1,3305","0,4014","0,0849","0,0135","0,0017","0,0000","1,0133",33513,1945,812,8132,6845,"0,8364","0,0000","0,0000","0,0000","9,1596","69,9761","0,0000","64,4198","0,0000","3,5047","7,3546","66,4714","1,8050","60,7967","75,6309","0,0000","0,0000","3,5047","22,4125","0,0000","0,0000","10,8593","68,2764","0,0000","61,1367","5,4251","34,5655","0,1200","42,1511","0,0000","17,7383","0,0000","0,0000","0,0000","0,0000","0,0000",11,0,22,205,0,67,62,19694,0,0,0,172,0,0,7631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0057","0,0000","44,3981","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","90,2484","0,0000","13,1256","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","23,45","1,53","2,01","8,12","26,12","35,04","3,72","0,0","0,0","5,3","94,7","0,0","0,0","79,4","3,1","0,0","8,7","59,6","3,6","2,9","1,4","0,0"
368,,Flon au Capelard,Lausanne,VAUD,"24,0",2,2,,,"1,0727","0,7709",10315,"1119,24","605,28","538,87","750,86","488,65","275,56",389,865,660,"1,5228",477,"7,93",0,0,0,1,"75,4715","14,8134","5,8735","2,7429","0,8514","0,2010","0,0427","0,0037","0,0000","1,0244",31285,1496,587,5894,6531,"1,3019","0,0000","0,0000","0,0000","9,0531","60,1015","0,0000","56,1200","0,0000","0,0000","9,0531","60,1015","0,0000","53,5131","69,1546","0,0000","0,0000","0,0000","17,2887","0,0000","0,0000","9,0531","60,1015","0,0000","53,5131","16,9405","41,1020","0,0000","27,1356","0,0000","14,8219","0,0000","0,0000","0,0000","0,0000","0,0000",13,0,15,31,0,61,0,19467,0,0,0,0,0,0,31061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0511","2,9742","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","72,3031","0,0000","1,8961","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","39,36","3,08","3,78","12,55","23,37","17,24","0,62","0,0","0,0","33,6","66,4","0,0","0,0","67,1","5,8","0,0","0,5","54,9","0,7","5,0","0,3","0,1"
369,,Nozon,Orny,VAUD,"47,5",3,2,,,"0,0886","0,0429",11148,"1431,96","702,48","759,60","682,13","445,77","248,58",440,1483,903,"2,2363",1043,"11,65",0,1,0,0,"54,0849","28,0675","12,4230","4,3403","0,7871","0,1956","0,0758","0,0242","0,0017","1,0394",264675,3146,1146,11489,6534,,"0,0000","0,0000","55,2087","33,9534","9,8282","0,0000","58,4301","0,0000","20,5790","6,9889","43,9108","27,5117","75,0652","90,6324","3,9246","2,5692","1,8642","28,4115","0,0000","64,7619","24,9539","9,2746","0,0000","48,2967","0,0000","2,4355","0,0000","46,2287","0,0000","51,3358","0,0000","0,0000","0,0000","0,0000","0,0000",103,0,125,11,0,48,124,47180,343,0,0,0,0,0,0,0,0,0,21335,0,28876,0,0,0,0,0,0,0,0,0,0,"7,1329","0,0000","1,2285","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","53,6598","0,0000","1,2640","0,0000","33,9678","0,0000","0,0000","0,0000","0,0000","65,00","9,44","7,16","9,51","6,05","2,72","0,12","91,6","0,0","0,0","8,4","0,0","0,0","15,4","0,0","0,6","1,5","10,1","0,8","2,4","0,0","0,0"
370,,Talent,Achavornay,VAUD,"66,2",2,1,,,"0,2171","0,1586",11421,"1047,81","567,31","499,82","747,25","485,82","274,29",440,929,667,"1,0404",489,"5,53",0,0,0,1,"86,5794","9,0470","2,7865","1,1398","0,3760","0,0651","0,0061","0,0001","0,0000","1,0123",267001,4151,1639,16380,6896,"4,0345","0,0000","0,0000","0,0000","13,8648","86,1352","0,0000","81,0225","0,0000","3,1856","13,4056","83,4089","0,0000","76,0447","96,3552","0,4592","0,0000","3,1856","27,5040","0,0000","0,0000","16,5911","83,4089","0,0000","76,6818","0,0000","8,5848","0,3957","64,3739","0,0000","26,6456","0,0000","0,0000","0,0000","0,0000","0,0000",2,526,21,17,0,41,17,26230,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","79,9371","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","71,3192","0,0000","33,6243","0,0000","0,0715","0,0000","0,0000","0,0000","0,0000","37,88","3,11","3,04","9,67","22,37","22,61","1,31","0,0","0,0","20,5","79,5","0,0","0,0","66,2","1,1","0,0","0,6","57,1","5,0","0,5","1,8","0,1"
371,,Orbe Usine,Orbe Nestle,VAUD,"258,1",3,2,,,"0,4608","0,3743",5989,"1689,20","812,99","910,37","638,50","419,01","230,98",441,1679,1118,"2,3302",1239,"11,42",1,0,0,0,"52,9744","30,0114","11,3068","4,3760","0,9116","0,2593","0,1161","0,0416","0,0027","1,0408",84071,2499,207,2075,6088,"0,3258","0,0000","4,1324","25,5103","60,9664","4,1059","0,0000","58,1985","0,0000","12,0908","20,1317","50,1258","12,3668","69,3828","88,2655","0,7869","3,7779","1,8847","27,1780","4,1324","56,9259","23,8866","9,7701","0,0000","45,7449","0,0000","3,5861","0,0000","31,5028","1,0344","59,0035","0,0000","0,0000","1,7962","0,0000","3,0771",163,115,167,87,0,2871,301,40173,3166,0,0,0,0,0,0,0,0,0,54880,0,10112,0,0,0,0,0,0,0,0,0,0,"13,2085","2,9148","2,7294","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","32,1807","0,0000","0,1887","0,4189","9,3010","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","15,8","0,1","0,0","1,5","7,8","1,0","2,2","0,3","2,8"
372,,Buron,Gressy,VAUD,"33,8",2,2,,,"0,1279","0,1201",12683,"970,07","525,52","460,18","768,20","499,15","282,40",442,707,600,"1,0631",265,"5,66",0,0,0,1,"89,1334","6,7453","2,1913","1,2761","0,5417","0,0998","0,0121","0,0002","0,0000","1,0127",246654,1638,643,6437,7088,,"0,0000","0,0000","0,0000","13,3423","86,6577","0,0000","81,1096","0,0000","0,0000","13,3423","86,6577","0,0000","77,3315","100,0000","0,0000","0,0000","0,0000","25,0000","0,0000","0,0000","13,3423","86,6577","0,0000","77,3315","0,0000","2,5827","0,0000","67,5857","2,0723","27,7592","0,0000","0,0000","0,0000","0,0000","0,0000",29,0,0,0,0,32,2,29312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0823","0,0108","28,4676","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","77,0061","0,0000","24,3380","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","30,84","5,18","5,14","15,92","20,19","21,87","0,86","0,0","0,0","0,0","100,0","0,0","0,0","75,9","0,2","0,0","0,8","72,4","0,6","0,0","1,9","0,0"
373,,Mujon,Aval,VAUD,"35,2",2,2,,,"0,0233","0,0217",11636,"1403,86","692,51","735,78","718,88","468,14","263,59",431,1588,709,"2,1963",1156,"11,03",0,1,0,0,"60,5493","19,1608","12,6742","6,5274","0,8861","0,1525","0,0400","0,0093","0,0005","1,0405",248646,2271,748,7413,6940,,"0,0000","0,0000","46,5440","21,1714","32,2846","0,0000","64,2901","0,0000","14,3629","9,2386","51,2324","25,1660","77,4403","87,9642","5,6078","3,5372","2,8907","30,3386","0,0000","48,6810","19,9594","31,3595","0,0000","56,5357","0,0000","3,1237","0,0000","63,8016","0,9929","32,0818","0,0000","0,0000","0,0000","0,0000","0,0000",41,0,59,451,0,10,408,32512,1941,0,0,0,0,0,0,0,0,0,15219,0,50159,0,0,0,0,0,0,0,0,0,0,"1,5789","0,0000","22,9621","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","72,1448","0,0948","9,2830","0,0000","5,5939","0,0000","0,0000","0,0000","0,0000","44,57","8,88","9,21","16,61","11,46","9,26","0,01","35,2","0,0","0,0","64,8","0,0","0,0","21,4","0,4","0,9","2,5","5,2","3,8","6,5","2,2","0,0"
374,,Brinaz,Yverdon les Bains,VAUD,"13,7",2,2,,,"0,1235","0,1021",12155,"1198,41","597,54","619,18","747,87","485,79","275,40",433,670,547,"1,1198",237,"6,04",0,0,1,0,"85,1283","10,8607","2,7570","0,9948","0,2289","0,0283","0,0019","0,0000","0,0000","1,0120",237599,1356,456,4563,7090,,"0,0000","0,0000","0,0000","11,1956","88,8044","0,0000","81,4674","0,0000","3,2060","8,2253","88,5688","0,0000","77,0726","99,7644","0,1983","0,0000","0,0373","25,0776","0,0000","0,0000","11,2329","88,7671","0,0000","77,7534","0,0000","2,8779","0,0000","67,9681","0,0000","29,1540","0,0000","0,0000","0,0000","0,0000","0,0000",0,0,50,0,0,0,0,28042,0,0,0,7302,0,0,0,0,0,0,0,0,10249,0,0,0,0,0,0,0,0,0,0,"0,3814","0,0000","57,3584","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","92,0681","0,0000","8,0142","0,0000","1,4548","0,0000","0,0000","0,0000","0,0000","16,17","4,76","4,51","13,88","15,75","19,99","24,94","0,0","0,0","0,0","100,0","0,0","0,0","80,4","0,4","0,5","2,8","68,2","1,2","5,5","1,9","0,0"
375,,Arnon,Champagne,VAUD,"90,9",3,2,,,"0,3634","0,2727",10609,"1473,59","737,90","760,18","672,19","438,49","245,57",430,1605,947,"2,7442",1175,"14,07",0,0,1,0,"42,4162","32,8028","15,1348","7,7471","1,3969","0,3267","0,1169","0,0481","0,0105","1,0561",234417,2438,863,8637,6794,"2,5782","0,0000","5,6147","31,3460","44,7627","15,8068","0,0000","60,5587","0,0000","4,8408","19,2872","55,6012","17,8010","75,7906","89,6839","0,8827","6,9637","0,0000","28,0851","5,6147","55,9495","23,2453","12,7207","0,0000","47,6265","0,0000","3,9210","0,0000","46,1335","1,1765","48,7689","0,0000","0,0000","0,0000","0,0000","0,0000",265,163,30,253,0,15,26,43515,2255,0,0,352,0,0,0,0,0,0,19772,0,0,0,0,0,0,0,0,0,0,0,0,"35,0443","0,0086","38,8120","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","61,4988","0,0000","0,3988","17,7846","1,3116","0,0000","0,0000","0,0000","0,0000","57,87","6,36","5,08","8,72","7,70","12,34","1,93","77,7","0,0","0,0","22,3","0,0","0,0","60,9","0,5","0,1","3,1","42,6","0,5","13,4","0,6","0,1"
376,,Riale di Gnosca,Gnosca,TICINO,"4,4",3,2,,,"0,4689","0,3505",13079,"1905,65","1199,12","740,73","634,23","411,33","233,83",276,2208,1224,"9,3183",1933,"40,27",0,1,0,0,"0,8056","2,4275","8,7557","41,2646","30,8510","11,0647","3,9864","0,7973","0,0472","1,3866",43252,647,254,2525,4612,,"31,1834","63,6568","0,0000","0,0000","0,0000","0,0000","26,4162","0,0000","0,0000","0,0000","0,0000","94,8403","94,8403","94,8403","0,0000","0,0000","0,0000","23,7101","94,8020","0,0383","0,0000","0,0000","0,0000","18,9757","0,0000","0,6277","0,3735","0,0157","9,5703","88,4702","0,9426","0,0000","0,0000","0,0000","0,0000",5235,0,11336,1073,0,0,0,72304,151,0,0,0,0,0,0,0,0,0,0,0,14665,0,60726,0,0,0,0,0,0,0,0,"4,1958","0,0000","22,4743","0,0000","0,0000","56,6953","5,7860","0,0000","0,0000","3,3132","2,2332","5,3022","0,0000","0,0000","0,0000","0,0000","0,0000","23,8191","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","88,03","1,37","1,39","3,20","3,63","2,34","0,04","0,0","0,0","0,0","0,0","100,0","0,0","23,8","0,0","0,0","0,0","7,2","0,0","15,3","1,3","0,0"
377,,Canale di Bonifica,Quartino,TICINO,"23,8",3,2,,,"0,8889","0,8018",17112,"1753,47","1086,84","702,12","877,28","557,51","335,19",198,1259,413,"3,1500",1062,"14,86",1,0,0,0,"55,3286","8,1941","13,0579","13,8362","6,5330","2,3365","0,6321","0,0805","0,0010","1,1011",22518,1319,540,5414,6390,"0,9442","3,1011","41,4347","0,0000","49,2495","5,5082","0,0000","51,7516","0,0000","0,0000","14,9196","39,8381","44,5358","85,3580","84,3739","0,0000","0,0000","14,9196","36,0131","34,9110","24,5444","7,8093","26,5206","5,5082","48,2102","4,3953","10,1066","0,0000","43,0897","0,0000","42,4084","0,0000","0,0000","0,0000","0,0000","0,0000",317,0,3082,100,0,359,763,33281,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25586,0,0,0,0,0,"1,4287","0,0360","67,6236","0,0000","0,0000","24,0558","0,0074","0,0074","0,0000","0,0000","0,0865","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","74,4024","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","28,08","0,96","1,35","4,82","5,60","4,48","54,71","0,0","0,0","0,0","0,0","9,6","90,4","74,4","0,0","0,0","47,8","16,5","3,4","6,7","0,0","0,0"
378,,Laveggio,Riva S. Vitale,TICINO,"30,0",3,2,,,"1,2158","1,1380",28632,"1618,79","938,57","715,83","899,58","571,99","343,60",279,1345,539,"3,1895",1066,"15,68",0,0,1,0,"45,8698","16,0823","19,2865","14,7276","2,9787","0,6323","0,2785","0,1180","0,0263","1,0837",28755,1462,203,2071,5897,"0,9590","1,1103","33,4454","0,0000","25,6390","25,8804","0,0000","49,9932","0,0000","0,0000","17,1682","68,7054","0,2015","65,4667","72,0674","3,8903","10,1174","0,0000","27,5501","34,5557","0,0000","8,4618","43,0577","0,0000","46,4343","9,7022","23,9107","0,0000","16,0294","3,7108","46,6470","0,0000","0,0000","0,0000","0,0000","0,0000",243,0,1050,241,0,41,0,41564,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21501,0,0,0,0,0,"15,6294","0,0000","9,3024","0,0000","0,1203","0,0000","0,0000","0,0000","0,2161","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","77,9930","0,0000","0,1104","15,4917","0,6201","5,1031","0,0000","0,0000","0,0000","46,68","7,83","7,11","13,21","10,19","10,22","4,76","0,0","0,0","0,0","0,0","0,0","99,4","76,7","0,4","0,0","25,8","32,5","0,1","17,1","0,7","0,0"
379,,Salto,Maggia,TICINO,"18,7",1,2,,,"0,1399","0,1017",11110,"1968,68","1235,27","782,94","668,19","431,09","249,02",347,2355,1417,"9,3392",2009,"40,14",0,0,0,1,"0,6434","2,4390","11,6898","38,8556","29,6712","11,2229","4,2811","1,1331","0,0638","1,3945",31642,1090,421,4221,4650,"1,6881","52,9794","45,5157","0,0000","0,0144","0,0000","0,0000","24,0114","0,0000","0,0000","0,0000","0,0144","98,4951","98,5066","98,5095","0,0000","0,0000","0,0000","24,6274","98,4951","0,0000","0,0144","0,0000","0,0000","19,7077","0,0000","0,0000","13,8341","28,4423","0,0000","54,9338","2,7898","0,0000","0,0000","0,0000","0,0000",15854,0,4923,4598,0,59,0,41578,7486,0,0,0,0,0,0,0,0,0,0,0,0,52047,0,0,25044,0,0,0,0,0,0,"0,0000","0,0533","21,9506","0,0000","0,0000","76,9102","0,0000","0,0000","0,0000","0,0000","0,0000","0,1767","0,0000","0,0000","0,0000","0,0000","0,0000","22,9235","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","83,40","1,05","1,24","4,03","5,81","4,44","0,03","0,0","0,0","0,0","0,0","100,0","0,0","22,9","0,0","0,0","0,0","6,0","0,0","16,8","0,0","0,1"
380,,Calcaccia,Airolo,TICINO,"10,9",1,2,,,"1,0398","1,0006",,"1717,67","1018,15","732,03","496,50","335,24","168,46",1096,2636,1945,"6,5569",1540,"29,65",1,0,0,0,"8,7535","17,1799","26,5931","27,0705","11,2607","5,2428","2,9647","0,9259","0,0089","1,2420",100992,768,303,3018,5290,,"21,0744","15,3192","24,7688","24,4690","0,0000","0,0000","37,3159","0,0000","0,0000","0,0000","64,2242","21,4072","72,7865","76,4926","9,1387","0,0000","0,0000","23,6925","36,0609","25,1015","24,4690","0,0000","0,0000","31,9342","0,0000","0,0238","12,7537","41,1905","0,0000","37,7285","8,3035","0,0000","0,0000","0,0000","0,0000",10507,0,5447,12346,0,566,361,22094,3205,0,0,0,0,0,0,0,0,0,0,0,0,21687,14702,0,66,0,0,0,0,0,0,"5,9576","0,4963","64,2883","0,0000","0,0000","13,1969","0,0000","0,0000","0,0000","0,0000","3,7172","13,5689","0,0000","0,0000","0,0147","0,0000","0,0000","74,3929","1,2331","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","70,59","4,60","5,34","10,72","6,96","1,78","0,00","0,0","0,0","0,0","0,0","100,0","0,0","66,4","0,0","0,0","0,0","29,5","0,5","33,0","2,9","0,5"
